SURID	NEWS	BEAUTY	MUSIC	FITNESS	RELIGION	SCIENCE	LITERARY	SPORTS	EARLY	MORNING	DAYTIME	PRIME	EVENING	LATE	COMEDY	SOAPS	GENERAL	LEGAL	MEDICAL	MOVIES	VARIETY	NEWSSHOW	KIDS	INFO	ACTION	GAME	MVIDEO	MYSTERY	SPORT	TALK	WEIGHT	THIGHS	BUTTOCKS	HIPS	STOMACH	LEGS	WAIST	TONE	EARS	LIPS	WRISTS	HANDS	FOREHEAD	NECK	CHIN	FEET	BUST	MACS1	MACS2	MACS3	MACS4	MACS5	MACS6	MACS7	MACS8	MACS9	MACS10	MACS11	MACS12	MACS13	MACS14	MACS15	MACS16	MACS17	MACS18	MACS19	MACS20	MACS21	MACS22	MACS23	MACS24	MACS25	MACS26	MACS27	MACS28	MACS29	MACS30	MACS31	MACS32	MACS33	DIET1	DIET2	DIET3	DIET4	DIET5	DIET6	DIET7	DIET8	DIET9	DIET10	DIET11	DIET12	DIET13	DIET14	DIET15	DIET16	DIET17	DIET18	ASSESS	AGE	CLASS	ANXIETY	GOODDIET	TOTMAC	APPROVE	CONTROL	RIGID	TOTTV
479	4	5	5	4	3	1	1	4	0	1	1	2	2	1	4	0	1	0	0	4	4	2	1	0	1	1	2	1	1	2	1	2	2	1	2	1	1	1	0	1	0	1	1	0	0	2	1	2	4	2	4	3	3	3	2	2	4	3	4	2	2	3	2	2	2	3	2	4	3	4	2	1	3	3	1	2	4	3	3	2	3	4	1	0	3	2	4	0	2	1	3	1	0	0	2	1	2	3	2	2	2	17	25	89	16	22	51	7
480	5	5	4	3	6	3	3	5	0	0	1	1	2	1	2	0	0	1	2	1	0	2	0	1	0	1	1	0	1	1	2	3	1	1	4	2	4	2	0	0	0	0	0	1	2	2	4	1	4	1	4	1	3	2	2	1	3	5	5	3	2	2	3	1	1	2	2	4	1	1	1	1	5	2	1	4	1	1	1	1	3	2	2	0	2	0	2	0	4	0	4	3	2	0	1	0	0	4	2	4	4	28	24	72	12	23	37	5
481	3	6	4	3	3	1	2	3	0	0	1	2	2	1	3	3	0	3	3	2	3	1	3	0	1	1	4	2	0	2	2	2	2	2	2	3	2	2	0	1	2	2	0	0	2	4	3	2	4	1	5	4	5	4	2	2	4	1	2	2	4	3	2	1	2	2	1	2	1	5	5	2	5	2	5	5	2	1	1	1	1	4	2	0	4	2	1	0	1	4	2	2	0	0	2	1	0	3	3	2	2	31	20	90	13	21	56	6
482	4	6	6	1	3	3	6	0	0	1	2	3	1	0	5	2	2	3	2	2	3	1	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	0	4	1	2	0	3	0	4	0	0	0	2	NA	0	4	2	2	2	4	31	42	7	10	25	7
483	6	6	6	5	3	4	4	5	1	1	0	0	1	0	3	0	1	1	0	2	3	1	0	1	0	1	1	1	2	4	2	2	1	3	2	2	1	0	0	0	1	0	0	0	0	1	1	1	2	1	5	1	2	2	1	1	5	2	5	1	1	1	1	1	2	4	1	5	2	2	2	1	4	1	1	1	1	1	4	1	3	3	4	1	4	4	4	0	1	0	4	2	1	0	4	2	2	4	4	2	2	16	31	66	9	25	32	3
484	2	6	4	4	0	0	0	1	0	0	1	2	3	1	2	3	2	2	1	3	1	2	2	0	0	1	1	0	0	1	2	3	2	1	3	3	3	3	0	0	0	0	0	0	0	1	2	2	4	1	2	2	2	4	2	2	2	4	4	2	2	4	4	2	4	4	2	4	2	4	4	2	4	5	2	2	2	2	4	4	1	2	1	1	3	3	3	0	2	0	4	2	0	0	2	1	1	2	4	3	3	23	20	96	18	20	58	7
485	4	6	5	4	4	4	4	4	0	0	0	1	3	1	3	0	3	3	0	3	2	1	1	1	0	1	1	2	1	2	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	5	1	5	1	1	1	1	2	4	2	0	3	0	4	0	4	0	2	0	0	0	2	1	1	4	NA	4	4	5	27	49	13	8	28	5
486	5	5	6	5	0	2	4	4	0	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	1	0	2	0	2	0	2	2	2	0	1	3	1	2	0	0	0	1	0	0	0	0	0	1	3	2	3	1	2	3	1	4	2	2	3	1	1	5	3	1	3	1	1	1	1	4	1	1	1	4	4	5	1	4	3	1	3	1	2	0	3	2	3	0	4	3	1	4	2	0	2	2	1	3	2	4	4	14	22	74	18	15	41	3
487	1	0	1	3	0	0	0	0	0	0	1	1	2	1	0	0	1	0	1	0	0	0	2	0	0	0	5	0	0	0	4	2	3	4	4	4	3	2	1	1	2	1	3	1	1	1	1	5	5	2	1	5	1	5	5	5	5	2	5	5	3	1	5	5	1	4	4	4	3	4	5	3	5	2	5	5	2	1	5	5	0	1	0	0	0	4	1	0	2	4	4	4	1	0	2	3	1	2	6	2	2	38	12	123	18	21	84	5
488	3	3	3	3	5	1	2	3	0	0	0	1	2	0	2	0	1	0	0	2	1	1	0	0	0	0	2	0	2	1	1	3	2	3	1	0	0	3	0	1	0	0	1	1	1	0	1	2	2	1	2	1	2	1	1	1	5	1	2	4	5	2	1	1	2	2	1	4	1	1	1	1	3	2	1	1	1	1	2	1	4	4	3	0	4	2	3	0	2	1	2	0	0	0	3	2	1	4	3	4	3	18	29	59	8	18	33	3
489	2	5	6	2	0	4	1	2	0	0	1	2	0	0	1	2	1	1	1	3	0	2	0	4	2	4	6	4	0	2	0	0	0	0	2	0	2	1	0	0	0	1	0	0	0	1	1	4	1	1	2	2	2	1	2	1	4	1	3	1	4	1	2	1	1	3	2	2	1	3	1	5	1	1	1	2	3	1	1	1	3	4	2	0	3	3	4	0	4	2	3	1	0	0	3	1	2	3	4	4	4	8	29	62	11	13	38	3
490	2	2	4	4	1	1	1	5	0	1	1	2	0	0	2	0	0	0	1	4	1	2	0	1	0	0	1	1	2	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	0	2	1	4	0	3	0	1	3	1	0	1	1	0	2	2	2	2	8	19	33	7	6	20	4
491	3	4	1	3	0	2	0	0	2	2	2	1	1	0	2	1	0	0	0	1	0	2	0	2	0	0	2	0	0	2	4	4	0	41	2	4	4	0	0	0	0	0	0	0	0	0	0	4	2	1	1	1	2	1	1	1	4	1	3	3	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	4	2	0	2	3	2	0	1	0	0	0	0	0	3	0	0	4	4	3	3	59	19	51	7	13	31	8
492	5	6	5	4	0	1	1	2	0	1	1	1	1	1	3	1	3	1	4	1	1	1	0	1	2	1	3	0	2	3	2	1	2	3	4	1	3	2	0	0	0	1	0	1	1	2	4	2	5	4	4	5	5	2	2	4	2	1	5	4	2	4	2	4	2	2	2	2	4	5	5	1	4	5	5	2	2	1	5	2	2	3	3	0	2	2	4	0	2	1	3	3	2	0	2	3	2	3	4	2	2	27	24	106	21	21	64	5
493	4	5	2	5	2	2	3	3	0	0	0	1	2	0	3	3	0	1	0	2	1	1	0	0	0	1	1	1	0	1	1	4	2	0	1	2	2	2	1	0	0	4	2	0	0	3	3	4	3	4	5	2	1	4	1	3	4	5	4	2	3	3	3	4	2	2	3	4	2	2	3	2	2	3	2	2	2	1	4	1	3	2	3	0	4	2	4	0	4	1	4	3	1	0	3	1	1	4	2	3	3	27	31	92	19	22	51	3
494	2	6	6	3	2	1	0	1	2	3	3	3	3	1	6	0	3	4	5	3	2	2	1	1	4	1	7	4	1	2	3	3	3	3	3	2	2	2	0	0	0	2	0	0	0	0	1	2	2	2	5	2	4	4	2	4	5	1	1	1	1	1	2	1	2	2	3	4	5	4	4	5	2	2	5	1	1	2	5	1	0	1	1	0	1	2	3	0	2	3	3	4	1	0	1	1	2	1	6	3	2	24	13	88	22	18	48	15
495	1	3	2	0	0	0	1	1	1	0	1	2	2	1	3	0	1	1	1	4	0	1	1	1	0	1	3	0	1	3	0	0	2	1	2	0	0	1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	4	1	1	1	1	2	4	3	1	1	1	1	1	1	1	1	2	2	2	0	2	0	2	0	2	2	3	4	2	0	2	0	0	2	2	2	2	9	19	46	9	8	29	7
496	2	4	6	0	1	0	0	3	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	3	3	0	2	2	3	2	3	4	2	2	1	0	0	0	0	1	1	1	0	0	5	1	3	1	5	5	1	1	5	2	1	5	1	1	3	5	4	1	5	2	4	3	5	4	5	3	4	2	1	4	1	5	3	0	4	0	0	0	0	2	0	0	0	4	3	0	0	0	3	0	0	2	2	2	22	10	101	19	18	64	5
497	5	6	6	6	0	0	4	4	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	4	2	4	4	4	4	3	0	0	0	0	4	0	0	0	0	4	5	3	4	1	1	4	2	3	4	3	4	2	1	1	5	1	2	1	3	4	2	2	4	2	4	1	1	1	4	1	4	3	2	4	1	0	2	2	3	3	1	0	4	2	2	0	3	4	2	2	4	3	3	32	22	87	13	21	53	1
498	6	5	4	4	3	1	0	2	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	2	2	1	3	2	1	2	1	0	1	0	0	0	0	0	0	3	1	4	1	2	1	1	2	2	2	2	2	2	1	1	4	1	1	1	1	1	3	1	2	1	1	1	1	1	3	1	1	1	1	4	4	3	0	4	2	3	0	4	1	2	0	0	0	3	1	0	4	2	3	3	18	31	51	8	14	29	2
499	6	4	4	4	2	5	4	2	0	0	1	0	0	1	1	2	1	0	1	1	0	3	0	0	0	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	3	2	4	2	3	4	4	4	1	1	4	3	1	2	2	3	4	1	5	1	5	1	5	1	1	1	1	5	3	2	1	1	0	2	0	4	0	2	0	4	3	2	0	1	0	0	0	6	5	4	4	17	85	18	22	45	2
500	6	4	5	5	6	2	2	5	0	0	2	2	2	0	2	0	1	0	0	2	1	1	1	1	0	2	3	2	3	2	1	2	1	3	2	0	2	2	1	1	0	1	2	0	1	2	2	1	3	1	4	4	4	1	3	2	3	1	3	1	3	3	3	2	3	2	2	4	1	3	4	1	3	2	1	2	2	1	2	1	2	4	NA	3	2	2	4	0	4	1	4	1	0	0	2	2	1	2	2	3	3	23	24	76	8	20	48	6
501	2	4	3	5	1	2	3	3	0	0	0	0	1	2	1	0	0	1	0	2	2	1	0	0	0	0	1	0	2	1	2	2	0	1	2	2	2	1	0	0	0	0	0	0	1	0	2	1	2	3	4	1	2	1	2	2	2	4	4	1	1	2	1	2	2	2	1	1	1	2	1	2	4	2	3	5	1	2	2	1	2	3	1	0	2	2	4	0	3	3	2	2	1	0	2	1	1	3	NA	4	4	15	22	67	17	17	33	3
502	2	6	4	1	0	0	0	4	0	1	2	1	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	1	2	4	1	2	4	1	1	1	1	5	1	1	2	1	1	1	1	1	1	2	1	5	1	1	1	1	1	1	4	3	0	0	0	0	4	0	1	0	3	2	0	0	0	0	0	2	NA	4	4	4	17	54	12	16	26	4
